marca,categoria,nombre,descripcion,precio_minorista,precio_mayorista,foto,en_stock
Casio,Metal Dama,LA670WGA-9,"El Casio LA670WGA-9 es un
reloj femenino digital con caja y
brazalete de acero inoxidable
dorado, pantalla LCD con fondo
dorado, funciones clásicas
como cronómetro, alarma diaria
y calendario automático, diseño
retro compacto, ligero y
resistente al agua para uso
diario.",350000,350000,/relojes/casio-metal-dama/p11_i028.jpg,si
Casio,Metal Dama,LA670WGA-1,"El Casio LA670WGA-1 es un
reloj femenino digital con caja y
brazalete de acero inoxidable
dorado, pantalla LCD con fondo
negro, funciones clásicas como
cronómetro, alarma diaria y
calendario automático, diseño
retro compacto, ligero y
resistente al agua para uso
diario.",350000,350000,/relojes/casio-metal-dama/p11_i029.jpg,si
Casio,Metal Dama,LA670WGA-9,"El Casio LA670WGA-9 es un
reloj femenino digital con caja y
brazalete de acero inoxidable
dorado, pantalla LCD con fondo
dorado, funciones clásicas
como cronómetro, alarma diaria
y calendario automático, diseño
retro compacto, ligero y
resistente al agua para uso
diario.",350000,350000,/relojes/casio-metal-dama/p11_i030.jpg,si
Casio,Metal Dama,LA670WGA-1,"El Casio LA670WGA-9 es un
reloj femenino digital con caja y
brazalete de acero inoxidable
dorado, pantalla LCD con fondo
dorado, funciones clásicas
como cronómetro, alarma diaria
y calendario automático, diseño
retro compacto, ligero y
resistente al agua para uso
diario.",350000,350000,/relojes/casio-metal-dama/p11_i028.jpg,si
Casio,Metal Dama,LA670WA-1,"El Casio LA670WA-2 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable
plateado, pantalla LCD
con fondo azul,
funciones clásicas como
cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LA670WA-7,"El Casio LA670WA-7D es un reloj femenino digital con caja y
brazalete de acero inoxidable plateado, pantalla LCD con fondo
claro invertido, funciones clásicas como cronómetro, alarma diaria y
calendario automático, diseño retro compacto, ligero y resistente al
agua para uso diario.",300000,300000,/relojes/casio-metal-dama/p12_i032.jpg,si
Casio,Metal Dama,LA670WA-7D,"El Casio LA670WA-1D es un reloj femenino digital con caja y
brazalete de acero inoxidable plateado, pantalla LCD con fondo
negro invertido, funciones clásicas como cronómetro, alarma
diaria y calendario automático, diseño retro compacto, ligero y
resistente al agua para uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i033.jpg,si
Casio,Metal Dama,LA670WA-1D,"El Casio LA670WA-7 es un
reloj femenino digital con
caja y brazalete de acero
inoxidable plateado,
pantalla LCD con fondo
claro, funciones clásicas
como cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para uso
diario.",280000,280000,/relojes/casio-metal-dama/p12_i034.jpg,si
Casio,Metal Dama,LA670WA-2,"El Casio LA670WA-1 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable plateado,
pantalla LCD con fondo
negro, funciones clásicas
como cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LA670WA-2,"El Casio LA670WA-2 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable
plateado, pantalla LCD
con fondo azul,
funciones clásicas como
cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LA670WA-7D,"El Casio LA670WA-2 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable
plateado, pantalla LCD
con fondo azul,
funciones clásicas como
cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LA670WA-1D,"El Casio LA670WA-2 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable
plateado, pantalla LCD
con fondo azul,
funciones clásicas como
cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LA670WA-7,"El Casio LA670WA-2 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable
plateado, pantalla LCD
con fondo azul,
funciones clásicas como
cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LA670WA-1,"El Casio LA670WA-2 es
un reloj femenino digital
con caja y brazalete de
acero inoxidable
plateado, pantalla LCD
con fondo azul,
funciones clásicas como
cronómetro, alarma
diaria y calendario
automático, diseño retro
compacto, ligero y
resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p12_i031.jpg,si
Casio,Metal Dama,LTP-V002G-7B,,335000,335000,/relojes/casio-metal-dama/p14_i039.jpg,si
Casio,Metal Dama,LTP-V002G-9B3,,340000,340000,/relojes/casio-metal-dama/p14_i040.jpg,si
Casio,Metal Dama,LTP-1130N-7B,,340000,340000,/relojes/casio-metal-dama/p14_i041.jpg,si
Casio,Metal Dama,LTP-1129N-7A,"El Casio LTP-1129N-7A es
un reloj femenino analógico
con caja y correa de acero
inoxidable dorado, esfera
blanca sencilla con
números grandes, cristal
mineral y resistencia al
agua de 30 m.",385000,385000,/relojes/casio-metal-dama/p15_i043.jpg,si
Casio,Metal Dama,LTP-1275G-9A,"El Casio LTP-1275G-9A es
un reloj femenino analógico
con caja y correa de acero
inoxidable dorado, esfera
dorada sencilla con
números grandes, cristal
mineral y resistencia al
agua de 30 m.",375000,375000,/relojes/casio-metal-dama/p15_i044.jpg,si
Casio,Metal Dama,LTP-1129N-7A,"El Casio LTP-1129N-7A es
un reloj femenino analógico
con caja y correa de acero
inoxidable dorado, esfera
blanca sencilla con
números grandes, cristal
mineral y resistencia al
agua de 30 m.",385000,385000,/relojes/casio-metal-dama/p15_i045.jpg,si
Casio,Metal Dama,LTP-1275G-9A,"El Casio LTP-1129N-7A es
un reloj femenino analógico
con caja y correa de acero
inoxidable dorado, esfera
blanca sencilla con
números grandes, cristal
mineral y resistencia al
agua de 30 m.",385000,385000,/relojes/casio-metal-dama/p15_i043.jpg,si
Casio,Metal Dama,LTP-V007SG-9B,"El Casio LTP-V007SG-9B es un
reloj femenino analógico con
caja y correa de acero
inoxidable bicolor plateado y
dorado, esfera dorada con
números romanos, cristal
mineral y resistencia al agua de
30 m.",315000,315000,/relojes/casio-metal-dama/p16_i046.jpg,si
Casio,Metal Dama,LTP-1235SG-7A,"El Casio LTP-1235SG-7A es un
reloj femenino analógico con
caja rectangular y correa de
acero inoxidable bicolor
plateado y dorado, esfera
blanca con números romanos,
cristal mineral y resistencia al
agua de 30 m.",375000,375000,/relojes/casio-metal-dama/p16_i047.jpg,si
Casio,Metal Dama,LTP-V007SG-9B,"El Casio LTP-V007SG-9B es un
reloj femenino analógico con
caja y correa de acero
inoxidable bicolor plateado y
dorado, esfera dorada con
números romanos, cristal
mineral y resistencia al agua de
30 m.",315000,315000,/relojes/casio-metal-dama/p16_i048.jpg,si
Casio,Metal Dama,LTP-1235SG-7A,"El Casio LTP-V007SG-9B es un
reloj femenino analógico con
caja y correa de acero
inoxidable bicolor plateado y
dorado, esfera dorada con
números romanos, cristal
mineral y resistencia al agua de
30 m.",315000,315000,/relojes/casio-metal-dama/p16_i046.jpg,si
Casio,Metal Dama,LTP-V006SG-9B,"El Casio LTP-V006SG-9B es un
reloj femenino analógico de acero
inoxidable bicolor plateado y
dorado, con esfera dorada,
números romanos, calendario de
fecha, cristal mineral y resistencia
al agua de 30 m.",340000,340000,/relojes/casio-metal-dama/p17_i049.jpg,si
Casio,Metal Dama,LTP-V005SG-7A,"El Casio LTP-V005SG-7A es un
reloj femenino analógico de acero
inoxidable bicolor plateado y
dorado, con esfera blanca, cristal
mineral y resistencia al agua de 30
m.",315000,315000,/relojes/casio-metal-dama/p17_i050.jpg,si
Casio,Metal Dama,LTP-V005SG-7A,"El Casio LTP-V006SG-9B es un
reloj femenino analógico de acero
inoxidable bicolor plateado y
dorado, con esfera dorada,
números romanos, calendario de
fecha, cristal mineral y resistencia
al agua de 30 m.",340000,340000,/relojes/casio-metal-dama/p17_i051.jpg,si
Casio,Metal Dama,LTP-V006SG-9B,"El Casio LTP-V006SG-9B es un
reloj femenino analógico de acero
inoxidable bicolor plateado y
dorado, con esfera dorada,
números romanos, calendario de
fecha, cristal mineral y resistencia
al agua de 30 m.",340000,340000,/relojes/casio-metal-dama/p17_i049.jpg,si
Casio,Metal Dama,LTP-V007G-9E,"El Casio LTP-V007G-9E es un
reloj femenino analógico de
acero inoxidable dorado, con
esfera dorada, números
romanos, cristal mineral y
resistencia al agua de 30 m.",350000,350000,/relojes/casio-metal-dama/p18_i052.jpg,si
Casio,Metal Dama,LTP-V007G-9B,"El Casio LTP-V007G-9B es un
reloj femenino analógico de
acero inoxidable dorado, con
esfera dorada, números
romanos, cristal mineral y
resistencia al agua de 30 m.",350000,350000,/relojes/casio-metal-dama/p18_i053.jpg,si
Casio,Metal Dama,LTP-V007G-9B,"El Casio LTP-V007G-9E es un
reloj femenino analógico de
acero inoxidable dorado, con
esfera dorada, números
romanos, cristal mineral y
resistencia al agua de 30 m.",350000,350000,/relojes/casio-metal-dama/p18_i052.jpg,si
Casio,Metal Dama,LTP-V007G-9E,"El Casio LTP-V007G-9E es un
reloj femenino analógico de
acero inoxidable dorado, con
esfera dorada, números
romanos, cristal mineral y
resistencia al agua de 30 m.",350000,350000,/relojes/casio-metal-dama/p18_i052.jpg,si
Casio,Metal Dama,LTP-V005G-9A,,315000,315000,/relojes/casio-metal-dama/p19_i054.jpg,si
Casio,Metal Dama,LTP-V005G-7A,,315000,315000,/relojes/casio-metal-dama/p19_i055.jpg,si
Casio,Metal Dama,LTP-V300G-9A,,420000,420000,/relojes/casio-metal-dama/p20_i056.jpg,si
Casio,Metal Dama,LTP-V300G-1A,,420000,420000,/relojes/casio-metal-dama/p20_i057.jpg,si
Casio,Metal Dama,LTP-V004G-9B,,315000,315000,/relojes/casio-metal-dama/p21_i059.jpg,si
Casio,Metal Dama,LTP-V004G-7B,,315000,315000,/relojes/casio-metal-dama/p21_i060.jpg,si
Casio,Metal Dama,LTP-1169D-1A,,300000,300000,/relojes/casio-metal-dama/p22_i061.jpg,si
Casio,Metal Dama,LTP-1169N-7A,,335000,335000,/relojes/casio-metal-dama/p22_i062.jpg,si
Casio,Metal Dama,LTP-V005G-1B,,315000,315000,/relojes/casio-metal-dama/p23_i064.jpg,si
Casio,Metal Dama,LTP-V005G-7B,,315000,315000,/relojes/casio-metal-dama/p23_i065.jpg,si
Casio,Cuero Caballero,MTP-1314L-7A,"Reloj analógico de estilo clásico
con caja de acero inoxidable y
correa de cuero marrón.",315000,315000,/relojes/casio-cuero-cab/p01_i000.jpg,si
Casio,Cuero Caballero,MTP-1314L-8A,"Reloj analógico de estilo clásico con
caja de acero inoxidable y correa de
cuero negra.",315000,315000,/relojes/casio-cuero-cab/p01_i001.jpg,si
Casio,Cuero Caballero,MTP-1374L-7A,"Reloj analógico de estilo deportivo
con caja de acero inoxidable y
correa de cuero marrón.",420000,420000,/relojes/casio-cuero-cab/p02_i002.jpg,si
Casio,Cuero Caballero,MTP-1374L-7A1,"Reloj analógico de estilo deportivo
con caja de acero inoxidable y
correa de cuero marrón.",420000,420000,/relojes/casio-cuero-cab/p02_i003.jpg,si
Casio,Cuero Caballero,MTP-VD02L-7E,"Reloj analógico de estilo clásico
con caja de acero inoxidable y
correa de cuero negra.",295000,295000,/relojes/casio-cuero-cab/p03_i005.jpg,si
Casio,Cuero Caballero,MTP-V002BL-2E,"Reloj analógico de diseño clásico con
caja de acero inoxidable y correa de
cuero negra.",340000,340000,/relojes/casio-cuero-cab/p03_i006.jpg,si
Casio,Cuero Caballero,MTP-V002L-5B3,"Reloj analógico de estilo clásico con
caja de acero inoxidable y correa de
cuero marrón.",210000,210000,/relojes/casio-cuero-cab/p04_i008.jpg,si
Casio,Cuero Caballero,MTP-V002L-2B3,"Reloj analógico de estilo clásico con
caja de acero inoxidable y correa de
cuero marrón.",210000,210000,/relojes/casio-cuero-cab/p04_i009.jpg,si
Casio,Cuero Caballero,MTP-V004L-7C,"Reloj analógico con caja plateada de
41 mm, correa de cuero marrón y
esfera blanca con calendario de
fecha.",315000,315000,/relojes/casio-cuero-cab/p05_i010.jpg,si
Casio,Cuero Caballero,MTP-V006L-7C,"Reloj  analógico con caja
plateada de 38 mm, correa de
cuero marrón y esfera blanca
con calendario de día y fecha.",280000,280000,/relojes/casio-cuero-cab/p05_i011.jpg,si
Casio,Cuero Caballero,MTP-V001L-1B,"Reloj analógico con caja plateada de
38 mm, correa de cuero negro y
esfera negra elegante.",245000,245000,/relojes/casio-cuero-cab/p06_i012.jpg,si
Casio,Cuero Caballero,MTP-V005L-7B4,"Reloj analógico con caja plateada
de 41 mm, correa de cuero
marrón y esfera blanca con
números arábigos grandes.",245000,245000,/relojes/casio-cuero-cab/p06_i013.jpg,si
Casio,Cuero Caballero,MTP-VD300L-1E,"Reloj analógico de estilo clásico
con caja de acero inoxidable y
correa de cuero negra.",385000,385000,/relojes/casio-cuero-cab/p07_i014.jpg,si
Casio,Cuero Caballero,MTP-VD200L-1B,"Reloj analógico de estilo clásico con
caja de acero inoxidable y correa de
cuero negra.",360000,360000,/relojes/casio-cuero-cab/p07_i015.jpg,si
Casio,Cuero Caballero,MTP-VD01BL-1B,"Reloj analógico con caja
negra de 45 mm, correa de
cuero y esfera negra con
calendario de fecha.",350000,350000,/relojes/casio-cuero-cab/p08_i016.jpg,si
Casio,Cuero Caballero,MTP-VD03L-1A,"Reloj analógico con caja plateada
de 41 mm, correa de cuero negro y
esfera negra con calendario de
fecha.",350000,350000,/relojes/casio-cuero-cab/p08_i017.jpg,si
Casio,Cuero Caballero,MTP-V005L-2B5,"Reloj de caballero
analógico con caja
plateada de 41 mm, correa
de cuero marron y esfera
azul con números romano
grandes.",195000,195000,/relojes/casio-cuero-cab/p09_i018.jpg,si
Casio,Cuero Caballero,MTP-V006GL-7B,"Reloj de caballero analógico, con
caja dorada de 38 mm, correa de
cuero marrón y esfera blanca con
números romanos, calendario de
día y fecha.",280000,280000,/relojes/casio-cuero-cab/p09_i019.jpg,si
Casio,Cuero Caballero,MTP-1381L-7A,"Reloj analógico con caja
plateada de 40 mm, correa
de cuero marrón tipo
cocodrilo y esfera plateada
con textura radial y
calendario de día y fecha.",350000,350000,/relojes/casio-cuero-cab/p10_i020.jpg,si
Casio,Cuero Caballero,MTP-1302L-7B,"Reloj analógico con caja
plateada de 41 mm, correa
de cuero negro y esfera
blanca con calendario de
fecha.",350000,350000,/relojes/casio-cuero-cab/p10_i021.jpg,si
Casio,Cuero Caballero,MTP-V005L-1B4,"Reloj analógico con caja y correa de acero
inoxidable dorada, esfera blanca con
marcadores dorados y ventana de fecha.",260000,260000,/relojes/casio-cuero-cab/p11_i022.jpg,si
Casio,Cuero Caballero,MTP-V001GL-1B,"Reloj analógico con caja de acero inoxidable, correa
de cuero negra, esfera negra con marcadores
plateados y ventana de fecha.",245000,245000,/relojes/casio-cuero-cab/p11_i023.jpg,si
Casio,Cuero Caballero,MTP-V001GL-7B,"Reloj analógico con caja y correa de acero
inoxidable dorada, esfera negra con marcadores
dorados y ventana de fecha.",245000,245000,/relojes/casio-cuero-cab/p11_i024.jpg,si
Casio,Cuero Caballero,MTP-V001GL-9B,"Reloj analógico con caja y correa de acero
inoxidable dorada, esfera blanca con
marcadores dorados y ventana de fecha.",245000,245000,/relojes/casio-cuero-cab/p11_i025.jpg,si
Casio,Cuero Caballero,MTP-V002L-7B2,"Reloj analógico para caballero con caja de
acero inoxidable y correa de cuero negro.",280000,280000,/relojes/casio-cuero-cab/p12_i026.jpg,si
Casio,Cuero Caballero,MTP-V002L-1B,"Reloj analógico para caballero con caja de
acero inoxidable y correa de cuero negra.",280000,280000,/relojes/casio-cuero-cab/p12_i027.jpg,si
Casio,Cuero Caballero,MTP-V002GL-1B,"Reloj analógico para caballero con caja y
correa de acero inoxidable dorado.",280000,280000,/relojes/casio-cuero-cab/p12_i028.jpg,si
Casio,Cuero Caballero,MTP-VT01L-7B1,"Reloj analógico para caballero con caja de acero
inoxidable y correa de cuero marron.",265000,265000,/relojes/casio-cuero-cab/p13_i029.jpg,si
Casio,Cuero Caballero,MTP-VT01L-3B,"Reloj analógico para caballero con caja de acero
inoxidable y correa de cuero marrón.",280000,280000,/relojes/casio-cuero-cab/p13_i030.jpg,si
Casio,Cuero Caballero,MTP-VT01L-1B,"Reloj analógico para caballero con caja de acero
inoxidable y correa de cuero negra.",285000,285000,/relojes/casio-cuero-cab/p13_i031.jpg,si
Casio,Cuero Caballero,MTP-VT01L-2B2,"Reloj analógico para caballero con caja de
acero inoxidable y correa de cuero marrón.",285000,285000,/relojes/casio-cuero-cab/p14_i033.jpg,si
Casio,Cuero Caballero,MTP-VT01BL-1B,"Reloj analógico para caballero con caja de
acero inoxidable y correa de cuero marrón.",300000,300000,/relojes/casio-cuero-cab/p14_i034.jpg,si
Casio,Cuero Caballero,MTP-VT01GL-1B2,"Reloj analógico para caballero con caja de
acero inoxidable dorado y correa de cuero
negro.",285000,285000,/relojes/casio-cuero-cab/p14_i035.jpg,si
Casio,Cuero Caballero,MTP-V004GL-9A,"Reloj analógico con correa de cuero negro,
caja de acero inoxidable dorada, esfera
blanca con marcadores dorados y ventana
de fecha.",280000,280000,/relojes/casio-cuero-cab/p15_i037.jpg,si
Casio,Cuero Caballero,MTP-V004L-1B,"Reloj analógico para caballero con caja de
acero inoxidable y correa de cuero negra.",260000,260000,/relojes/casio-cuero-cab/p15_i038.jpg,si
Casio,Cuero Caballero,MTP-V004L-1B2,"Reloj analógico para caballero con caja de acero
inoxidable y correa de cuero marron.",280000,280000,/relojes/casio-cuero-cab/p15_i039.jpg,si
Casio,Cuero Dama,LTP-V300L-4A,"Reloj
analógico para dama con caja
de acero inoxidable, correa de
cuero rosa y esfera blanca.",350000,350000,/relojes/casio-cuero-dama/p01_i000.jpg,si
Casio,Cuero Dama,LTP-V300L-1A,"Reloj
analógico para dama con caja
de acero inoxidable, correa de
cuero negra y esfera negra.",350000,350000,/relojes/casio-cuero-dama/p01_i001.jpg,si
Casio,Cuero Dama,LTP-V300L-4A,"Reloj
analógico para dama con caja
de acero inoxidable, correa de
cuero rosa y esfera blanca.",350000,350000,/relojes/casio-cuero-dama/p01_i000.jpg,si
Casio,Cuero Dama,LTP-V300L-1A,"Reloj
analógico para dama con caja
de acero inoxidable, correa de
cuero rosa y esfera blanca.",350000,350000,/relojes/casio-cuero-dama/p01_i000.jpg,si
Casio,Cuero Dama,LTP-V004L-1A,,220000,220000,/relojes/casio-cuero-dama/p02_i002.jpg,si
Casio,Cuero Dama,LTP-V004L-7A,,230000,230000,/relojes/casio-cuero-dama/p02_i003.jpg,si
Casio,Cuero Dama,LTP-V004L-1B,,220000,220000,/relojes/casio-cuero-dama/p02_i004.jpg,si
Casio,Cuero Dama,LTP-V002GL-7B,,220000,220000,/relojes/casio-cuero-dama/p03_i006.jpg,si
Casio,Cuero Dama,LTP-V002L-7B,,220000,220000,/relojes/casio-cuero-dama/p03_i007.jpg,si
Casio,Cuero Dama,LTP-V002GL-9B,,220000,220000,/relojes/casio-cuero-dama/p03_i008.jpg,si
Casio,Cuero Dama,LTP-V001L-1B,,220000,220000,/relojes/casio-cuero-dama/p04_i009.jpg,si
Casio,Cuero Dama,LTP-V001GL-1B,,225000,225000,/relojes/casio-cuero-dama/p04_i010.jpg,si
Casio,Cuero Dama,LTP-V001L-1B,,220000,220000,/relojes/casio-cuero-dama/p04_i009.jpg,si
Casio,Cuero Dama,LTP-V001GL-1B,,220000,220000,/relojes/casio-cuero-dama/p04_i009.jpg,si
Casio,Cuero Dama,LTP-V005L-7B3,"El Casio LTP-V005L-7B3 es un reloj
femenino de cuarzo con caja de
acero inoxidable, correa de cuero
negro y esfera blanca con
marcadores plateados y fecha,
cristal mineral, tres agujas, ligero y
resistente al agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p05_i011.jpg,si
Casio,Cuero Dama,LTP-V005L-2B,"El Casio LTP-V005L-2B es un reloj
femenino de cuarzo con caja de
acero inoxidable, correa de cuero
negro y esfera azul con marcadores
plateados y fecha, cristal mineral,
tres agujas, ligero y resistente al
agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p05_i012.jpg,si
Casio,Cuero Dama,LTP-V005L-7B3,"El Casio LTP-V005L-7B3 es un reloj
femenino de cuarzo con caja de
acero inoxidable, correa de cuero
negro y esfera blanca con
marcadores plateados y fecha,
cristal mineral, tres agujas, ligero y
resistente al agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p05_i011.jpg,si
Casio,Cuero Dama,LTP-V005L-2B,"El Casio LTP-V005L-7B3 es un reloj
femenino de cuarzo con caja de
acero inoxidable, correa de cuero
negro y esfera blanca con
marcadores plateados y fecha,
cristal mineral, tres agujas, ligero y
resistente al agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p05_i011.jpg,si
Casio,Cuero Dama,LTP-V002L-1B3,"El Casio LTP-V002L-1B3 es un
reloj femenino de cuarzo con
caja de acero inoxidable, correa
de cuero negro y esfera negra
con números grandes y fecha,
cristal mineral, tres agujas,
ligero y resistente al agua para
uso diario.",230000,230000,/relojes/casio-cuero-dama/p06_i013.jpg,si
Casio,Cuero Dama,LTP-V002GL-7B3,"El Casio LTP-V002GL-7B3 es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera blanca con números
grandes y fecha, cristal mineral,
tres agujas, ligero y resistente al
agua para uso diario.",230000,230000,/relojes/casio-cuero-dama/p06_i014.jpg,si
Casio,Cuero Dama,LTP-V002L-1B3,"El Casio LTP-V002L-1B3 es un
reloj femenino de cuarzo con
caja de acero inoxidable, correa
de cuero negro y esfera negra
con números grandes y fecha,
cristal mineral, tres agujas,
ligero y resistente al agua para
uso diario.",230000,230000,/relojes/casio-cuero-dama/p06_i015.jpg,si
Casio,Cuero Dama,LTP-V002GL-7B3,"El Casio LTP-V002L-1B3 es un
reloj femenino de cuarzo con
caja de acero inoxidable, correa
de cuero negro y esfera negra
con números grandes y fecha,
cristal mineral, tres agujas,
ligero y resistente al agua para
uso diario.",230000,230000,/relojes/casio-cuero-dama/p06_i013.jpg,si
Casio,Cuero Dama,LTP-V002GL-7B3,"El Casio LTP-V002GL-7B3 es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera blanca con números
grandes y fecha, cristal mineral,
tres agujas, ligero y resistente al
agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p07_i016.jpg,si
Casio,Cuero Dama,LTP-V005L-1B,"El Casio LTP-V005L-1B es un
reloj femenino de cuarzo con caja
de acero inoxidable, correa de
cuero negro y esfera negra con
marcadores plateados y fecha,
cristal mineral, tres agujas, ligero
y resistente al agua para uso
diario.",210000,210000,/relojes/casio-cuero-dama/p07_i017.jpg,si
Casio,Cuero Dama,LTP-V005L-7B,"El Casio LTP-V002GL-7B3 es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera blanca con números
grandes y fecha, cristal mineral,
tres agujas, ligero y resistente al
agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p07_i016.jpg,si
Casio,Cuero Dama,LTP-V005L-1B,"El Casio LTP-V002GL-7B3 es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera blanca con números
grandes y fecha, cristal mineral,
tres agujas, ligero y resistente al
agua para uso diario.",210000,210000,/relojes/casio-cuero-dama/p07_i016.jpg,si
Casio,Cuero Dama,LTP-VT01GL-4B,"El Casio LTP-VT01GL-4B es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera rosada minimalista con
marcadores dorados, cristal
mineral, tres agujas, ligero y
resistente al agua para uso diario.",315000,315000,/relojes/casio-cuero-dama/p08_i018.jpg,si
Casio,Cuero Dama,LTP-VT02BL-2A,"El Casio LTP-VT02BL-2A es un
reloj femenino de cuarzo con caja
de acero inoxidable, correa de
cuero azul y esfera azul
minimalista con marcadores
plateados, cristal mineral, tres
agujas, ligero y resistente al agua
para uso diario
LTP-VT01GL-4B
LTP-VT02BL-2A
Precio: 315.",315000,315000,/relojes/casio-cuero-dama/p08_i019.jpg,si
Casio,Cuero Dama,LTP-VT01GL-4B,"El Casio LTP-VT01GL-4B es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera rosada minimalista con
marcadores dorados, cristal
mineral, tres agujas, ligero y
resistente al agua para uso diario.",315000,315000,/relojes/casio-cuero-dama/p08_i018.jpg,si
Casio,Cuero Dama,LTP-VT02BL-2A,"El Casio LTP-VT01GL-4B es un
reloj femenino de cuarzo con caja
dorada, correa de cuero marrón y
esfera rosada minimalista con
marcadores dorados, cristal
mineral, tres agujas, ligero y
resistente al agua para uso diario.",315000,315000,/relojes/casio-cuero-dama/p08_i018.jpg,si
Casio,Cuero Dama,LTP-V006GL-9B,"Reloj analógico de acero inoxidable,
resistente al agua y con función de doble
calendario.",210000,210000,/relojes/casio-cuero-dama/p09_i020.jpg,si
Casio,Cuero Dama,LTP-V002L-1B,"Reloj analógico de acero inoxidable,
resistente al agua y con función de doble
calendario.",220000,220000,/relojes/casio-cuero-dama/p09_i021.jpg,si
Casio,Cuero Dama,LTP-V005L-1A,"Reloj analógico de acero inoxidable,
resistente al agua y con función de doble
calendario.",245000,245000,/relojes/casio-cuero-dama/p09_i022.jpg,si
Casio,Cuero Dama,LTP-V002L-1A,"Reloj analógico de acero inoxidable,
resistente al agua y con función de doble
calendario.",220000,220000,/relojes/casio-cuero-dama/p09_i023.jpg,si
Casio,Cuero Dama,LTP-V007L-9E,"Reloj de dama analógico
con caja dorada
rectangular de 22 mm,
correa de cuero marrón y
esfera dorada con números
romanos.",225000,225000,/relojes/casio-cuero-dama/p10_i024.jpg,si
Casio,Cuero Dama,LTP-V007L-7E2,"Reloj de dama analógico
con caja dorada
rectangular de 22 mm,
correa de cuero marrón y
esfera dorada con números
romanos.",225000,225000,/relojes/casio-cuero-dama/p10_i025.jpg,si
Casio,Deportivo Caballero,MTP-1335D-2A,,280000,280000,/relojes/casio-deportivo/p02_i003.jpg,si
Casio,Deportivo Caballero,AE-1300WH-1A2,,280000,280000,/relojes/casio-deportivo/p02_i004.jpg,si
Casio,Deportivo Caballero,AE-1300WH-4A,,280000,280000,/relojes/casio-deportivo/p02_i005.jpg,si
Casio,Deportivo Caballero,AE-1300WH-8A,,280000,280000,/relojes/casio-deportivo/p02_i006.jpg,si
Casio,Deportivo Caballero,AE-1300WH-2A,,280000,280000,/relojes/casio-deportivo/p02_i003.jpg,si
Casio,Deportivo Caballero,AE-1300WH-1A,,280000,280000,/relojes/casio-deportivo/p02_i003.jpg,si
Casio,Deportivo Caballero,AE-1200WHB-1B,,315000,315000,/relojes/casio-deportivo/p06_i017.jpg,si
Casio,Deportivo Caballero,AE-1200WHB-3B,,315000,315000,/relojes/casio-deportivo/p06_i018.jpg,si
Casio,Deportivo Caballero,AE-1500WH-1A,,340000,340000,/relojes/casio-deportivo/p08_i021.jpg,si
Casio,Deportivo Caballero,AE-1500WHX-3A,,340000,340000,/relojes/casio-deportivo/p08_i022.jpg,si
Casio,Deportivo Caballero,AE-1500WH-8B,,340000,340000,/relojes/casio-deportivo/p09_i023.jpg,si
Casio,Deportivo Caballero,AE-1500WH-2A,,340000,340000,/relojes/casio-deportivo/p09_i024.jpg,si
